Book,Reference Book,count,total,percentage_of_book
Ruth,2 Corinthians,5,554,0.9025270758122743
Ruth,Ephesians,4,554,0.7220216606498195
Ruth,Hosea,4,554,0.7220216606498195
Ruth,Numbers,4,554,0.7220216606498195
Ruth,Acts,3,554,0.5415162454873645
Ruth,Ecclesiastes,3,554,0.5415162454873645
Ruth,Galatians,3,554,0.5415162454873645
Ruth,1 Peter,3,554,0.5415162454873645
Ruth,Song Of Solomon,3,554,0.5415162454873645
Ruth,Esther,3,554,0.5415162454873645
Ruth,Colossians,2,554,0.36101083032490977
Ruth,Micah,2,554,0.36101083032490977
Ruth,Lamentations,2,554,0.36101083032490977
Ruth,1 John,2,554,0.36101083032490977
Ruth,2 John,1,554,0.18050541516245489
Ruth,Nehemiah,1,554,0.18050541516245489
Ruth,Ezekiel,1,554,0.18050541516245489
Ruth,2 Thessalonians,1,554,0.18050541516245489
Ruth,Malachi,1,554,0.18050541516245489
Ruth,2 Chronicles,1,554,0.18050541516245489
Song Of Solomon,Psalms,179,1299,13.779830638953042
Song Of Solomon,Isaiah,116,1299,8.929946112394148
Song Of Solomon,Ephesians,60,1299,4.618937644341801
Song Of Solomon,John,52,1299,4.003079291762894
Song Of Solomon,Revelation,50,1299,3.849114703618168
Song Of Solomon,Matthew,39,1299,3.0023094688221708
Song Of Solomon,Proverbs,33,1299,2.5404157043879905
Song Of Solomon,Philippians,33,1299,2.5404157043879905
Song Of Solomon,Colossians,31,1299,2.386451116243264
Song Of Solomon,Romans,29,1299,2.232486528098537
Song Of Solomon,Jeremiah,27,1299,2.0785219399538106
Song Of Solomon,Hebrews,27,1299,2.0785219399538106
Song Of Solomon,1 Corinthians,26,1299,2.001539645881447
Song Of Solomon,2 Corinthians,25,1299,1.924557351809084
Song Of Solomon,Galatians,24,1299,1.8475750577367205
Song Of Solomon,Ezekiel,23,1299,1.770592763664357
Song Of Solomon,Acts,22,1299,1.6936104695919936
Song Of Solomon,Hosea,19,1299,1.4626635873749037
Song Of Solomon,1 John,18,1299,1.3856812933025404
Song Of Solomon,1 Peter,15,1299,1.1547344110854503
Song Of Solomon,Luke,13,1299,1.0007698229407236
Song Of Solomon,Deuteronomy,10,1299,0.7698229407236336
Song Of Solomon,Titus,10,1299,0.7698229407236336
Song Of Solomon,Genesis,9,1299,0.6928406466512702
Song Of Solomon,1 Kings,8,1299,0.6158583525789069
Song Of Solomon,Zephaniah,8,1299,0.6158583525789069
Song Of Solomon,1 Timothy,8,1299,0.6158583525789069
Song Of Solomon,2 Peter,7,1299,0.5388760585065435
Song Of Solomon,Exodus,7,1299,0.5388760585065435
Song Of Solomon,Micah,6,1299,0.4618937644341801
Song Of Solomon,1 Thessalonians,6,1299,0.4618937644341801
Song Of Solomon,Lamentations,6,1299,0.4618937644341801
Song Of Solomon,Job,5,1299,0.3849114703618168
Song Of Solomon,2 Samuel,5,1299,0.3849114703618168
Song Of Solomon,Mark,5,1299,0.3849114703618168
Song Of Solomon,Numbers,5,1299,0.3849114703618168
Song Of Solomon,2 Chronicles,4,1299,0.30792917628945343
Song Of Solomon,Daniel,4,1299,0.30792917628945343
Song Of Solomon,Zechariah,3,1299,0.23094688221709006
Song Of Solomon,Ecclesiastes,3,1299,0.23094688221709006
Song Of Solomon,Jude,2,1299,0.15396458814472672
Song Of Solomon,2 Timothy,2,1299,0.15396458814472672
Song Of Solomon,Ezra,2,1299,0.15396458814472672
Song Of Solomon,Joel,1,1299,0.07698229407236336
Song Of Solomon,2 Kings,1,1299,0.07698229407236336
Song Of Solomon,James,1,1299,0.07698229407236336
Song Of Solomon,Joshua,1,1299,0.07698229407236336
Song Of Solomon,Haggai,1,1299,0.07698229407236336
Song Of Solomon,Nehemiah,1,1299,0.07698229407236336
Titus,1 Timothy,106,652,16.257668711656443
Titus,Romans,58,652,8.895705521472392
Titus,2 Timothy,45,652,6.901840490797547
Titus,Ephesians,42,652,6.441717791411043
Titus,Galatians,31,652,4.754601226993866
Titus,Colossians,28,652,4.294478527607362
Titus,Acts,28,652,4.294478527607362
Titus,1 Corinthians,27,652,4.141104294478527
Titus,1 Peter,26,652,3.9877300613496933
Titus,Philippians,25,652,3.834355828220859
Titus,Matthew,18,652,2.7607361963190185
Titus,2 Corinthians,17,652,2.607361963190184
Titus,Isaiah,15,652,2.3006134969325154
Titus,Hebrews,14,652,2.147239263803681
Titus,Luke,12,652,1.8404907975460123
Titus,1 Thessalonians,11,652,1.687116564417178
Titus,2 Peter,10,652,1.5337423312883436
Titus,Proverbs,9,652,1.3803680981595092
Titus,Revelation,8,652,1.2269938650306749
Titus,John,8,652,1.2269938650306749
Titus,1 John,7,652,1.0736196319018405
Titus,Ezekiel,6,652,0.9202453987730062
Titus,Jude,5,652,0.7668711656441718
Titus,Psalms,5,652,0.7668711656441718
Titus,Ecclesiastes,4,652,0.6134969325153374
Titus,Genesis,4,652,0.6134969325153374
Titus,James,4,652,0.6134969325153374
Titus,Mark,4,652,0.6134969325153374
Titus,2 Thessalonians,4,652,0.6134969325153374
Titus,Hosea,3,652,0.4601226993865031
Titus,Deuteronomy,3,652,0.4601226993865031
Titus,Exodus,2,652,0.3067484662576687
Titus,Micah,2,652,0.3067484662576687
Titus,Nehemiah,1,652,0.15337423312883436
Titus,Joshua,1,652,0.15337423312883436
Titus,Leviticus,1,652,0.15337423312883436
Titus,Job,1,652,0.15337423312883436
Titus,Numbers,1,652,0.15337423312883436
Titus,Haggai,1,652,0.15337423312883436
Titus,Jeremiah,1,652,0.15337423312883436
Titus,1 Samuel,1,652,0.15337423312883436
Titus,Joel,1,652,0.15337423312883436
Titus,Philemon,1,652,0.15337423312883436
Titus,2 John,1,652,0.15337423312883436
Titus,3 John,1,652,0.15337423312883436
Zechariah,Isaiah,379,2601,14.571318723567858
Zechariah,Jeremiah,210,2601,8.073817762399077
Zechariah,Psalms,166,2601,6.382160707420223
Zechariah,Ezekiel,140,2601,5.382545174932718
Zechariah,Revelation,112,2601,4.306036139946174
Zechariah,Matthew,111,2601,4.2675893886966545
Zechariah,Daniel,102,2601,3.9215686274509802
Zechariah,Hosea,63,2601,2.422145328719723
Zechariah,Luke,58,2601,2.229911572472126
Zechariah,John,57,2601,2.1914648212226067
Zechariah,Deuteronomy,54,2601,2.0761245674740483
Zechariah,Hebrews,52,2601,1.9992310649750096
Zechariah,Micah,48,2601,1.845444059976932
Zechariah,Ezra,42,2601,1.6147635524798154
Zechariah,Exodus,33,2601,1.2687427912341407
Zechariah,Romans,32,2601,1.2302960399846214
Zechariah,Amos,29,2601,1.114955786236063
Zechariah,Zephaniah,29,2601,1.114955786236063
Zechariah,Genesis,28,2601,1.0765090349865436
Zechariah,Malachi,26,2601,0.9996155324875048
Zechariah,Joel,26,2601,0.9996155324875048
Zechariah,Leviticus,25,2601,0.9611687812379853
Zechariah,Acts,24,2601,0.922722029988466
Zechariah,2 Chronicles,24,2601,0.922722029988466
Zechariah,2 Kings,23,2601,0.8842752787389465
Zechariah,Proverbs,23,2601,0.8842752787389465
Zechariah,Haggai,23,2601,0.8842752787389465
Zechariah,Nehemiah,23,2601,0.8842752787389465
Zechariah,Ephesians,22,2601,0.8458285274894272
Zechariah,1 Corinthians,20,2601,0.7689350249903883
Zechariah,Job,17,2601,0.6535947712418301
Zechariah,1 Peter,15,2601,0.5767012687427913
Zechariah,2 Corinthians,14,2601,0.5382545174932718
Zechariah,Colossians,12,2601,0.461361014994233
Zechariah,Joshua,12,2601,0.461361014994233
Zechariah,Numbers,11,2601,0.4229142637447136
Zechariah,1 Kings,10,2601,0.3844675124951942
Zechariah,2 Peter,10,2601,0.3844675124951942
Zechariah,1 Timothy,10,2601,0.3844675124951942
Zechariah,2 Samuel,9,2601,0.34602076124567477
Zechariah,Lamentations,9,2601,0.34602076124567477
Zechariah,Philippians,9,2601,0.34602076124567477
Zechariah,1 Thessalonians,8,2601,0.30757400999615536
Zechariah,Habakkuk,8,2601,0.30757400999615536
Zechariah,1 John,8,2601,0.30757400999615536
Zechariah,James,8,2601,0.30757400999615536
Zechariah,Ecclesiastes,8,2601,0.30757400999615536
Zechariah,Mark,8,2601,0.30757400999615536
Zechariah,1 Samuel,7,2601,0.2691272587466359
Zechariah,Jude,7,2601,0.2691272587466359
Zechariah,Nahum,6,2601,0.2306805074971165
Zechariah,Obadiah,6,2601,0.2306805074971165
Zechariah,Titus,5,2601,0.1922337562475971
Zechariah,2 Thessalonians,5,2601,0.1922337562475971
Zechariah,2 Timothy,5,2601,0.1922337562475971
Zechariah,Judges,4,2601,0.15378700499807768
Zechariah,Song Of Solomon,4,2601,0.15378700499807768
Zechariah,Galatians,3,2601,0.11534025374855825
Zechariah,Esther,2,2601,0.07689350249903884
Zechariah,Jonah,2,2601,0.07689350249903884
Zechariah,1 Chronicles,1,2601,0.03844675124951942
Zephaniah,Isaiah,148,752,19.680851063829788
Zephaniah,Jeremiah,135,752,17.95212765957447
Zephaniah,Psalms,56,752,7.446808510638298
Zephaniah,Ezekiel,54,752,7.180851063829788
Zephaniah,Micah,28,752,3.723404255319149
Zephaniah,2 Kings,20,752,2.6595744680851063
Zephaniah,Deuteronomy,20,752,2.6595744680851063
Zephaniah,Joel,19,752,2.5265957446808507
Zephaniah,Revelation,18,752,2.393617021276596
Zephaniah,Amos,18,752,2.393617021276596
Zephaniah,Zechariah,17,752,2.2606382978723407
Zephaniah,2 Chronicles,16,752,2.127659574468085
Zephaniah,Nahum,15,752,1.9946808510638299
Zephaniah,Hosea,15,752,1.9946808510638299
Zephaniah,Romans,10,752,1.3297872340425532
Zephaniah,Matthew,9,752,1.196808510638298
Zephaniah,Habakkuk,7,752,0.9308510638297872
Zephaniah,Lamentations,7,752,0.9308510638297872
Zephaniah,Leviticus,7,752,0.9308510638297872
Zephaniah,Hebrews,7,752,0.9308510638297872
Zephaniah,Malachi,7,752,0.9308510638297872
Zephaniah,Acts,6,752,0.7978723404255319
Zephaniah,Luke,5,752,0.6648936170212766
Zephaniah,Genesis,5,752,0.6648936170212766
Zephaniah,1 Peter,4,752,0.5319148936170213
Zephaniah,Proverbs,4,752,0.5319148936170213
Zephaniah,Jonah,4,752,0.5319148936170213
Zephaniah,1 Corinthians,4,752,0.5319148936170213
Zephaniah,1 Kings,3,752,0.39893617021276595
Zephaniah,James,3,752,0.39893617021276595
Zephaniah,Nehemiah,3,752,0.39893617021276595
Zephaniah,Ecclesiastes,3,752,0.39893617021276595
Zephaniah,Ephesians,3,752,0.39893617021276595
Zephaniah,Job,3,752,0.39893617021276595
Zephaniah,2 Peter,3,752,0.39893617021276595
Zephaniah,Joshua,3,752,0.39893617021276595
Zephaniah,2 Samuel,3,752,0.39893617021276595
Zephaniah,2 Timothy,2,752,0.26595744680851063
Zephaniah,Obadiah,2,752,0.26595744680851063
Zephaniah,1 John,2,752,0.26595744680851063
Zephaniah,1 Samuel,2,752,0.26595744680851063
Zephaniah,Haggai,2,752,0.26595744680851063
Zephaniah,John,2,752,0.26595744680851063
Zephaniah,Colossians,1,752,0.13297872340425532
Zephaniah,1 Timothy,1,752,0.13297872340425532
Zephaniah,Philippians,1,752,0.13297872340425532
